Feature,Importance
FP_638,0.0003972425171177648
FP_1155,0.000397092574418715
FP_1164,0.0003944545027416344
FP_1008,0.0003916909170178263
FP_1083,0.0003900165756156773
FP_1798,0.00038763160275833016
FP_82,0.00038542383971309146
FP_204,0.00038411883653293
FP_1820,0.0003815799202736983
FP_985,0.00038153118094413647
FP_1538,0.0003812452680749827
FP_1956,0.00038113853634155813
FP_1570,0.0003804721536116322
FP_533,0.00037940546517772027
FP_814,0.00037896582058319155
FP_585,0.0003772056980471158
FP_249,0.0003768078301644835
FP_401,0.00037559423677523753
FP_162,0.00037507665952126644
FP_1172,0.00037101076506074426
FP_806,0.0003647834635949335
FP_787,0.0003625172005550734
FP_954,0.000359089887515803
FP_1024,0.0003584893900623947
FP_1934,0.00035461531006345334
FP_259,0.0003529422536044674
FP_1077,0.0003527557521353564
FP_1096,0.0003514325531555444
FP_405,0.0003514319938361602
FP_1142,0.0003513594243704443
FP_470,0.00035001062467460674
FP_1027,0.0003447913998944305
FP_902,0.00034334942065519124
FP_251,0.00034316715534440554
FP_1627,0.0003425515583779722
FP_1960,0.0003423956139961693
FP_1879,0.000341942222648052
FP_208,0.0003417756547414039
FP_222,0.00034114180041030313
FP_1087,0.0003401937845769494
FP_1733,0.00033905324388792057
FP_1724,0.0003382111649951847
FP_289,0.0003368585771387406
FP_1009,0.0003337130931963676
FP_766,0.00033258178380934716
FP_140,0.00033232041335641273
FP_362,0.00032828770480623797
FP_488,0.00032459649961127886
FP_1631,0.00032443720083730096
FP_239,0.0003205289889900457
FP_811,0.0003186299621657844
FP_1300,0.0003168172709445
FP_348,0.00031644678132012764
FP_530,0.0003158605334368533
FP_2018,0.0003140749166303838
FP_1453,0.00031395797543902715
FP_358,0.0003133207554751581
FP_1586,0.0003130814014627085
FP_1382,0.00031262747673657144
FP_157,0.000309478275340523
FP_443,0.0003075344099945993
FP_221,0.0003055078264190568
FP_366,0.0002999603893723445
FP_1238,0.00029946560924504846
FP_1468,0.00029885814918093913
FP_1141,0.00029837519409277476
FP_471,0.0002956889070785763
FP_804,0.00029428773247081155
FP_1526,0.0002938157236203323
FP_436,0.0002924025550651652
FP_350,0.00029209985894131676
FP_430,0.0002909024844847734
